ds,yhat,yhat_lower,yhat_upper
2023-09-06,126.31843892820365,118.63893295108402,134.55613227729017
2023-09-07,126.42080821745397,119.245778620684,133.8479228906118
2023-09-08,126.53588919246316,118.5486230389489,133.94360492203228
2023-09-11,126.834733855805,119.26655736234501,134.26924503180672
2023-09-12,126.91827417317812,119.92169741100723,134.3188281585111
2023-09-13,126.98283760646409,119.37254552946942,134.63160230017928
2023-09-14,127.04799204107013,119.64284085501059,134.26948945338162
2023-09-15,127.12589018331825,120.01434924578236,134.32511461328443
2023-09-18,127.3174168698571,119.77172113004262,134.89578521352036
2023-09-19,127.36786398969963,119.73659803848926,134.67112262156155
2023-09-20,127.40125072832306,120.17663024441599,134.83604193079753
2023-09-21,127.43744581666292,120.09250935195661,135.26140606117553
2023-09-22,127.48886671426234,119.97670757446568,135.30420851508214
2023-09-25,127.61789611771037,120.05221779476008,135.17126558173825
2023-09-26,127.65362061492532,120.53904888423322,134.99035699193044
2023-09-27,127.67546157335025,119.57118764715554,134.9958250292557
2023-09-28,127.70329544987901,120.7623752094402,135.4429373953017
2023-09-29,127.74950606923035,120.28692131497023,134.8507374707853
2023-10-02,127.88091624369237,121.33679867157669,134.8706806580125
